TRN#_(INTERNAL);PER_FLU_RECIBO;PER_FLU_PAGO;FINALIDAD;DELIVERY/SETTLEMENT SWAPS;HEDGE LINK;SOSTENIBILIDAD;GAMMA;VEGA;DELTA
47938414;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938415;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938416;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938417;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938418;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938419;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938420;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938421;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938422;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938423;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938424;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938425;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938426;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938427;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938428;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938429;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938430;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938431;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938432;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938433;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938434;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938435;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938436;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938437;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938438;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938439;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938440;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47938441;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938442;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938443;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938444;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938445;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938446;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938447;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938448;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938449;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938450;1y;3m;NE;D;;;0.0000;0.0000;0.0000
47938451;1y;3m;NE;D;;;0.0000;0.0000;0.0000
47938452;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938453;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938454;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938455;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938456;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938457;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938458;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938459;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938460;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938461;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938462;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938463;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938464;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938465;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938466;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938467;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938468;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938469;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938470;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938471;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938472;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938473;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938474;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938475;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938476;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938477;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938478;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938479;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938480;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938481;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938482;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938483;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938484;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938485;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938486;6m;6m;NE;D;;;0.0000;0.0000;0.0000
47938487;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938488;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938489;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938490;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938491;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938492;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938493;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938494;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938495;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938496;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47938497;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47938498;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938499;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938500;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938501;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938502;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938503;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938504;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938505;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938506;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938507;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938508;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938509;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938510;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938511;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938512;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938513;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938514;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938515;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938516;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938517;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938518;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938519;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938520;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938521;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938522;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938523;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938524;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938525;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47938526;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938527;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938528;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938529;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938530;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938531;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938532;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938533;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938534;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938535;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938536;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938537;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938538;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938539;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938540;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938541;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938542;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938543;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938544;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938545;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938546;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938547;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938548;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938549;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938550;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938551;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938552;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938553;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938554;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938555;6m;6m;DC;C;;;0.0000;0.0000;0.0000
47938556;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938557;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938558;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938559;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938560;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938561;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938562;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938563;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938564;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938565;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47938566;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938567;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938568;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938569;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938570;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938571;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938572;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938573;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938574;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938575;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938576;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938577;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938578;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938579;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938580;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938581;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938582;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938583;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938584;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938585;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938586;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938587;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938588;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938589;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938590;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938591;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47938592;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938593;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938594;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938595;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938596;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47938597;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938598;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938599;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938600;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938601;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938602;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938603;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938604;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938605;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938606;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938607;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938608;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938609;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938610;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938611;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938612;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938613;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938614;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938615;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938616;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938617;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938618;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938619;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938620;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938621;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938622;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938623;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938624;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938625;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938626;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938627;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938628;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938629;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938630;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938631;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938632;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938633;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938634;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938635;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938636;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938637;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938638;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938639;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938640;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938641;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938642;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938643;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938644;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938645;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938646;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938647;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938648;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938649;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938650;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938651;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938652;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938653;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938654;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938655;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938656;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938657;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938658;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938659;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938660;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938661;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938662;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938663;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938664;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938665;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938666;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938667;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938668;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938669;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938670;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938671;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47938672;1y;3m;NE;D;;;0.0000;0.0000;0.0000
47938673;6m;1y;NE;D;;;0.0000;0.0000;0.0000
47938674;6m;1y;NE;D;;;0.0000;0.0000;0.0000
47938675;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938676;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938677;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938678;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938679;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938680;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938681;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47938682;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938683;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938684;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938685;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938686;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938687;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938688;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938689;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938690;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938691;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938692;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938693;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938694;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938695;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938696;6m;1y;NE;D;;;0.0000;0.0000;0.0000
47938697;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938698;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938699;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938700;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938701;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938702;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938703;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938704;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938705;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938706;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938707;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938708;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938709;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938710;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938711;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938712;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938713;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938714;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938715;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938716;1y;3m;NE;D;;;0.0000;0.0000;0.0000
47938717;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938718;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938719;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938720;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938721;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938722;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938723;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938724;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938725;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938726;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938727;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938728;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938729;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938730;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938731;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938732;1y;3m;NE;D;;;0.0000;0.0000;0.0000
47938733;1y;3m;NE;D;;;0.0000;0.0000;0.0000
47938734;6m;1y;NE;D;;;0.0000;0.0000;0.0000
47938735;6m;1y;NE;D;;;0.0000;0.0000;0.0000
47938736;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938737;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938738;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938739;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938740;6m;3m;NE;D;;;0.0000;0.0000;0.0000
47938741;3m;6m;NE;D;;;0.0000;0.0000;0.0000
47938742;6m;3m;NE;D;;;0.0000;0.0000;0.0000
47938743;6m;3m;NE;D;;;0.0000;0.0000;0.0000
47938744;3m;6m;NE;D;;;0.0000;0.0000;0.0000
47938746;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938747;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938748;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938749;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938750;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938751;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938752;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938753;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938754;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938755;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938757;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938758;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938759;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938760;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938761;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938762;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938763;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938764;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938765;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47938766;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938767;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938768;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938769;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938770;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938771;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938772;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938773;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938774;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938775;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938776;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938777;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938778;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938779;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938780;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938781;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938782;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938783;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938784;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938785;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938786;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938787;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938788;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938789;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938790;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938791;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938792;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938793;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938794;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938795;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938796;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938797;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47938798;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938799;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938800;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938801;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938802;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938803;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938804;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938805;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938806;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938807;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938808;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938809;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938810;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938811;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938812;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938813;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938814;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938815;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938816;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938817;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938818;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938819;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47938820;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938821;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938822;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47938823;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938824;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938825;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938826;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938827;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938828;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938829;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938830;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938831;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938832;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938833;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938834;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938835;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938836;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938837;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938838;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938839;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938840;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938841;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938842;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938843;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938844;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47938845;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47938846;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938847;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938848;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47938849;3m;3m;NE;C;;;0.0000;0.0000;0.0000
