TRN#_(INTERNAL);PER_FLU_RECIBO;PER_FLU_PAGO;FINALIDAD;DELIVERY/SETTLEMENT SWAPS;HEDGE LINK;SOSTENIBILIDAD;GAMMA;VEGA;DELTA
47937172;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937173;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937174;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937175;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937176;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937177;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937178;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937179;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937180;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937181;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937182;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937183;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937184;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937185;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937186;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937187;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937188;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937189;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937190;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937191;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937192;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937193;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937194;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937195;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937196;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937197;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937198;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937199;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47937200;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937201;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937202;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937203;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937204;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937205;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937206;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937207;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937208;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937209;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937210;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937211;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937212;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937213;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937214;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937215;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47937216;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937217;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937218;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937219;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937220;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937221;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937222;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937223;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937224;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937225;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937226;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937227;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937228;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937229;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937230;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937231;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937232;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937233;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937234;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937235;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937236;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937237;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937238;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937239;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937240;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937241;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937242;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937243;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937244;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937245;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937246;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937247;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937248;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937249;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937250;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937251;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937252;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937253;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937254;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937255;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937256;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937257;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937258;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937259;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937260;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937261;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937262;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937263;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937264;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937265;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937266;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937267;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937268;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937269;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937270;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937271;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937272;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937273;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937274;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937275;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937276;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937277;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937278;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937279;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937280;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937281;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937282;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937283;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937284;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937285;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937286;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937287;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937288;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937289;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937290;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937291;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937292;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937293;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937294;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937295;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937296;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937297;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937298;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937299;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937300;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937301;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937302;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937303;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937304;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937305;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937306;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937307;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937308;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937309;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937310;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937311;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937312;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937313;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937314;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937315;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937316;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937317;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937318;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937319;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937320;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937321;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937322;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937323;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937324;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47937325;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937326;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937327;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937328;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937329;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47937330;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937331;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937332;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937333;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937334;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937335;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937336;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937337;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937338;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937339;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937340;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937341;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937342;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937343;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937344;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937345;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937346;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937347;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937348;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937349;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937350;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937351;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937352;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937353;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937354;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937355;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937356;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937357;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937358;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937359;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937360;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937361;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937362;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937363;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937364;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937365;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937366;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937367;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937368;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937369;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937370;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937371;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937372;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937373;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937374;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47937375;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937376;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937377;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937378;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937379;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937380;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937381;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937382;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937383;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937384;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937385;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937386;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937387;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937388;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937389;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937390;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937391;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937392;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937393;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937394;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937395;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937396;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937397;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937398;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937399;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937400;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937401;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937402;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937403;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937404;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937405;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937406;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937407;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937408;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937409;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937410;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937411;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937412;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937413;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937414;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937415;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937416;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937417;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937418;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937419;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937420;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937421;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937422;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937423;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937424;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937425;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47937426;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937427;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937428;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937429;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937430;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937431;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937432;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937433;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937434;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937435;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937436;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937437;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937438;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937439;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937440;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937441;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937442;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937443;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937444;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937445;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937446;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937447;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937448;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937449;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937450;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937451;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937452;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937453;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937454;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937455;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937456;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937457;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937458;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937459;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937460;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937461;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937462;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937463;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937464;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937465;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937466;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937467;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937468;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937469;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937470;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937471;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937472;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937473;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937474;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937475;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937476;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937477;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937478;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937479;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937480;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937481;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937482;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937483;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937484;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937485;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937486;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937487;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937488;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937489;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937490;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937491;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937492;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47937493;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937494;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937495;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937496;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937497;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937498;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937499;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937500;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937501;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937502;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937503;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937504;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937505;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937506;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937507;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937508;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937509;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937510;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937511;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937512;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937513;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937514;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937515;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937516;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937517;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937518;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937519;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937520;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937521;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937522;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937523;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937524;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937525;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937526;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937527;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937528;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937529;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937530;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937531;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937532;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937533;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937534;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937535;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937536;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937537;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937538;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937539;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937540;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937541;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937542;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937543;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937544;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937545;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937546;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937547;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937548;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937549;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937550;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937551;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937552;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937553;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937554;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937555;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47937556;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937557;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937558;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937559;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937560;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937561;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937562;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937563;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937564;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937565;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937566;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937567;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937568;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937569;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937570;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937571;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937572;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937573;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937574;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937575;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937576;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937577;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937578;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937579;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937580;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937581;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937582;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937583;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937584;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937585;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937586;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937587;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937588;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937589;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937590;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937591;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937592;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937593;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937594;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937595;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937596;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937597;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937598;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937599;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937600;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937601;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937602;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937603;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47937604;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47937605;3m;3m;DC;D;;;0.0000;0.0000;0.0000
